"legacy_id","id","slug","category_id","category_code"
"UUI-0507","UUI-CDE-0004","square-terminal","code-editing","CDE"
"UUI-0508","UUI-CDE-0005","square-code","code-editing","CDE"
"UUI-0509","UUI-CDE-0006","square-dashed-bottom-code","code-editing","CDE"
"UUI-0510","UUI-CDE-0007","folder-code","code-editing","CDE"
"UUI-0511","UUI-CDE-0008","parentheses","code-editing","CDE"
"UUI-0512","UUI-CDE-0009","case-sensitive","code-editing","CDE"
"UUI-0513","UUI-CDE-0010","text-cursor","code-editing","CDE"
"UUI-0514","UUI-CDE-0011","text-cursor-input","code-editing","CDE"
"UUI-0515","UUI-CDE-0012","text-initial","code-editing","CDE"
"UUI-0516","UUI-CDE-0013","text-search","code-editing","CDE"
"UUI-0517","UUI-CDE-0014","text-wrap","code-editing","CDE"
"UUI-0518","UUI-CDE-0015","replace","code-editing","CDE"
"UUI-0519","UUI-CDE-0016","replace-all","code-editing","CDE"
"UUI-0520","UUI-CDE-0017","scan-search","code-editing","CDE"
"UUI-0521","UUI-CDE-0018","search-code","code-editing","CDE"
"UUI-0522","UUI-CDE-0019","spell-check-2","code-editing","CDE"
"UUI-0523","UUI-CDE-0020","list-tree","code-editing","CDE"
"UUI-0524","UUI-CDE-0021","list-start","code-editing","CDE"
"UUI-0525","UUI-CDE-0022","list-end","code-editing","CDE"
"UUI-0526","UUI-CDE-0023","list-restart","code-editing","CDE"
"UUI-0527","UUI-CDE-0024","list-x","code-editing","CDE"
"UUI-0528","UUI-CDE-0025","file-type","code-editing","CDE"
"UUI-0529","UUI-SCM-0001","git-branch-plus","source-control","SCM"
"UUI-0530","UUI-SCM-0002","git-branch-minus","source-control","SCM"
"UUI-0531","UUI-SCM-0003","git-commit-vertical","source-control","SCM"
"UUI-0532","UUI-SCM-0004","git-compare-arrows","source-control","SCM"
"UUI-0533","UUI-SCM-0005","git-graph","source-control","SCM"
"UUI-0534","UUI-SCM-0006","git-merge-conflict","source-control","SCM"
"UUI-0535","UUI-SCM-0007","git-pull-request-arrow","source-control","SCM"
"UUI-0536","UUI-SCM-0008","git-pull-request-closed","source-control","SCM"
"UUI-0537","UUI-SCM-0009","git-pull-request-create-arrow","source-control","SCM"
"UUI-0538","UUI-SCM-0010","git-pull-request-create","source-control","SCM"
"UUI-0539","UUI-SCM-0011","git-pull-request-draft","source-control","SCM"
"UUI-0540","UUI-SCM-0012","folder-git","source-control","SCM"
"UUI-0541","UUI-SCM-0013","folder-git-2","source-control","SCM"
"UUI-0542","UUI-SCM-0014","file-diff","source-control","SCM"
"UUI-0543","UUI-SCM-0015","diff","source-control","SCM"
"UUI-0544","UUI-SCM-0016","merge","source-control","SCM"
"UUI-0545","UUI-SCM-0017","message-square-diff","source-control","SCM"
"UUI-0546","UUI-SCM-0018","archive-x","source-control","SCM"
"UUI-0547","UUI-SCM-0019","milestone","source-control","SCM"
"UUI-0548","UUI-SCM-0020","folder-sync","source-control","SCM"
"UUI-0549","UUI-SCM-0021","file-symlink","source-control","SCM"
"UUI-0550","UUI-SCM-0022","folder-symlink","source-control","SCM"
"UUI-0551","UUI-SCM-0023","combine","source-control","SCM"
"UUI-0552","UUI-SCM-0024","waypoints","source-control","SCM"
"UUI-0553","UUI-SCM-0025","circle-dot","source-control","SCM"
"UUI-0554","UUI-API-0001","webhook-off","api-integration","API"
"UUI-0555","UUI-API-0002","message-circle-code","api-integration","API"
"UUI-0556","UUI-API-0003","message-square-code","api-integration","API"
"UUI-0557","UUI-API-0004","message-square-share","api-integration","API"
"UUI-0558","UUI-API-0005","external-link","api-integration","API"
"UUI-0559","UUI-API-0006","link","api-integration","API"
"UUI-0560","UUI-API-0007","link-2-off","api-integration","API"
"UUI-0561","UUI-API-0008","unlink-2","api-integration","API"
"UUI-0562","UUI-API-0009","plug-2","api-integration","API"
"UUI-0563","UUI-API-0010","ethernet-port","api-integration","API"
"UUI-0564","UUI-API-0011","antenna","api-integration","API"
"UUI-0565","UUI-API-0012","radio-receiver","api-integration","API"
"UUI-0566","UUI-API-0013","rss","api-integration","API"
"UUI-0567","UUI-API-0014","satellite","api-integration","API"
"UUI-0568","UUI-API-0015","send-horizontal","api-integration","API"
"UUI-0569","UUI-API-0016","share","api-integration","API"
"UUI-0570","UUI-API-0017","screen-share","api-integration","API"
"UUI-0571","UUI-API-0018","screen-share-off","api-integration","API"
"UUI-0572","UUI-API-0019","shuffle","api-integration","API"
"UUI-0573","UUI-API-0020","repeat","api-integration","API"
"UUI-0574","UUI-API-0021","repeat-1","api-integration","API"
"UUI-0575","UUI-API-0022","route-off","api-integration","API"
"UUI-0576","UUI-API-0023","arrow-left-right","api-integration","API"
"UUI-0577","UUI-API-0024","arrow-down-up","api-integration","API"
"UUI-0578","UUI-API-0025","radio-off","api-integration","API"
"UUI-0579","UUI-DBA-0001","database-search","database-analytics","DBA"
"UUI-0580","UUI-DBA-0002","database-zap","database-analytics","DBA"
"UUI-0581","UUI-DBA-0003","file-spreadsheet","database-analytics","DBA"
"UUI-0582","UUI-DBA-0004","table-properties","database-analytics","DBA"
"UUI-0583","UUI-DBA-0005","table-of-contents","database-analytics","DBA"
"UUI-0584","UUI-DBA-0006","table-cells-merge","database-analytics","DBA"
"UUI-0585","UUI-DBA-0007","table-cells-split","database-analytics","DBA"
"UUI-0586","UUI-DBA-0008","table-columns-split","database-analytics","DBA"
"UUI-0587","UUI-DBA-0009","table-rows-split","database-analytics","DBA"
"UUI-0588","UUI-DBA-0010","columns-3","database-analytics","DBA"
"UUI-0589","UUI-DBA-0011","columns-4","database-analytics","DBA"
"UUI-0590","UUI-DBA-0012","rows-3","database-analytics","DBA"
"UUI-0591","UUI-DBA-0013","rows-4","database-analytics","DBA"
"UUI-0592","UUI-DBA-0014","grid-3x3","database-analytics","DBA"
"UUI-0593","UUI-DBA-0015","grid-3x2","database-analytics","DBA"
"UUI-0594","UUI-DBA-0016","chart-scatter","database-analytics","DBA"
"UUI-0595","UUI-DBA-0017","chart-spline","database-analytics","DBA"
"UUI-0596","UUI-DBA-0018","chart-candlestick","database-analytics","DBA"
"UUI-0597","UUI-DBA-0019","chart-column","database-analytics","DBA"
"UUI-0598","UUI-DBA-0020","chart-column-increasing","database-analytics","DBA"
"UUI-0599","UUI-DBA-0021","chart-column-decreasing","database-analytics","DBA"
"UUI-0600","UUI-DBA-0022","chart-column-stacked","database-analytics","DBA"
"UUI-0601","UUI-DBA-0023","chart-bar-big","database-analytics","DBA"
"UUI-0602","UUI-DBA-0024","chart-bar-stacked","database-analytics","DBA"
"UUI-0603","UUI-DBA-0025","sigma","database-analytics","DBA"
"UUI-0604","UUI-CLD-0001","cloud-backup","cloud-infrastructure","CLD"
"UUI-0605","UUI-CLD-0002","cloud-sync","cloud-infrastructure","CLD"
"UUI-0606","UUI-CLD-0003","cloud-check","cloud-infrastructure","CLD"
"UUI-0607","UUI-CLD-0004","cloud-alert","cloud-infrastructure","CLD"
"UUI-0608","UUI-CLD-0005","monitor-cloud","cloud-infrastructure","CLD"
"UUI-0609","UUI-CLD-0006","hard-drive-download","cloud-infrastructure","CLD"
"UUI-0610","UUI-CLD-0007","hard-drive-upload","cloud-infrastructure","CLD"
"UUI-0611","UUI-CLD-0008","server-crash","cloud-infrastructure","CLD"
"UUI-0612","UUI-CLD-0009","server-off","cloud-infrastructure","CLD"
"UUI-0613","UUI-CLD-0010","monitor-cog","cloud-infrastructure","CLD"
"UUI-0614","UUI-CLD-0011","monitor-dot","cloud-infrastructure","CLD"
"UUI-0615","UUI-CLD-0012","monitor-down","cloud-infrastructure","CLD"
"UUI-0616","UUI-CLD-0013","monitor-off","cloud-infrastructure","CLD"
"UUI-0617","UUI-CLD-0014","monitor-pause","cloud-infrastructure","CLD"
"UUI-0618","UUI-CLD-0015","monitor-play","cloud-infrastructure","CLD"
"UUI-0619","UUI-CLD-0016","monitor-up","cloud-infrastructure","CLD"
"UUI-0620","UUI-CLD-0017","monitor-x","cloud-infrastructure","CLD"
"UUI-0621","UUI-CLD-0018","monitor-speaker","cloud-infrastructure","CLD"
"UUI-0622","UUI-CLD-0019","computer","cloud-infrastructure","CLD"
"UUI-0623","UUI-CLD-0020","gpu","cloud-infrastructure","CLD"
"UUI-0624","UUI-CLD-0021","microchip","cloud-infrastructure","CLD"
"UUI-0625","UUI-CLD-0022","component","cloud-infrastructure","CLD"
"UUI-0626","UUI-CLD-0023","boxes","cloud-infrastructure","CLD"
"UUI-0627","UUI-CLD-0024","power-off","cloud-infrastructure","CLD"
"UUI-0628","UUI-CLD-0025","house-plug","cloud-infrastructure","CLD"
"UUI-0629","UUI-TST-0001","bug-play","testing-quality","TST"
"UUI-0630","UUI-TST-0002","beaker","testing-quality","TST"
"UUI-0631","UUI-TST-0003","flask-conical-off","testing-quality","TST"
"UUI-0632","UUI-TST-0004","flask-round","testing-quality","TST"
"UUI-0633","UUI-TST-0005","test-tube-diagonal","testing-quality","TST"
"UUI-0634","UUI-TST-0006","test-tubes","testing-quality","TST"
"UUI-0635","UUI-TST-0007","radar","testing-quality","TST"
"UUI-0636","UUI-TST-0008","telescope","testing-quality","TST"
"UUI-0637","UUI-TST-0009","search-check","testing-quality","TST"
"UUI-0638","UUI-TST-0010","search-x","testing-quality","TST"
"UUI-0639","UUI-TST-0011","search-alert","testing-quality","TST"
"UUI-0640","UUI-TST-0012","search-slash","testing-quality","TST"
"UUI-0641","UUI-TST-0013","file-scan","testing-quality","TST"
"UUI-0642","UUI-TST-0014","file-search","testing-quality","TST"
"UUI-0643","UUI-TST-0015","file-search-corner","testing-quality","TST"
"UUI-0644","UUI-TST-0016","file-check-corner","testing-quality","TST"
"UUI-0645","UUI-TST-0017","file-x-corner","testing-quality","TST"
"UUI-0646","UUI-TST-0018","file-exclamation-point","testing-quality","TST"
"UUI-0647","UUI-TST-0019","clipboard-check","testing-quality","TST"
"UUI-0648","UUI-TST-0020","clipboard-x","testing-quality","TST"
"UUI-0649","UUI-TST-0021","copy-check","testing-quality","TST"
"UUI-0650","UUI-TST-0022","copy-x","testing-quality","TST"
"UUI-0651","UUI-TST-0023","grid-2x2-check","testing-quality","TST"
"UUI-0652","UUI-TST-0024","square-check-big","testing-quality","TST"
"UUI-0653","UUI-TST-0025","octagon-x","testing-quality","TST"
"UUI-0654","UUI-DVS-0001","shield-cog","dev-security","DVS"
"UUI-0655","UUI-DVS-0002","shield-cog-corner","dev-security","DVS"
"UUI-0656","UUI-DVS-0003","shield-ellipsis","dev-security","DVS"
"UUI-0657","UUI-DVS-0004","shield-half","dev-security","DVS"
"UUI-0658","UUI-DVS-0005","shield-off","dev-security","DVS"
"UUI-0659","UUI-DVS-0006","shield-user","dev-security","DVS"
"UUI-0660","UUI-DVS-0007","brick-wall","dev-security","DVS"
"UUI-0661","UUI-DVS-0008","brick-wall-fire","dev-security","DVS"
"UUI-0662","UUI-DVS-0009","brick-wall-shield","dev-security","DVS"
"UUI-0663","UUI-DVS-0010","door-closed-locked","dev-security","DVS"
"UUI-0664","UUI-DVS-0011","earth-lock","dev-security","DVS"
"UUI-0665","UUI-DVS-0012","globe-lock","dev-security","DVS"
"UUI-0666","UUI-DVS-0013","file-key","dev-security","DVS"
"UUI-0667","UUI-DVS-0014","folder-key","dev-security","DVS"
"UUI-0668","UUI-DVS-0015","folder-lock","dev-security","DVS"
"UUI-0669","UUI-DVS-0016","message-square-lock","dev-security","DVS"
"UUI-0670","UUI-DVS-0017","rotate-ccw-key","dev-security","DVS"
"UUI-0671","UUI-DVS-0018","user-key","dev-security","DVS"
"UUI-0672","UUI-DVS-0019","user-lock","dev-security","DVS"
"UUI-0673","UUI-DVS-0020","lock-keyhole","dev-security","DVS"
"UUI-0674","UUI-DVS-0021","lock-keyhole-open","dev-security","DVS"
"UUI-0675","UUI-DVS-0022","signature","dev-security","DVS"
"UUI-0676","UUI-DVS-0023","keyboard-off","dev-security","DVS"
"UUI-0677","UUI-DVS-0024","file-badge","dev-security","DVS"
"UUI-0678","UUI-DVS-0025","badge","dev-security","DVS"
"UUI-0679","UUI-PRJ-0001","kanban","project-management","PRJ"
"UUI-0680","UUI-PRJ-0002","square-kanban","project-management","PRJ"
"UUI-0681","UUI-PRJ-0003","square-dashed-kanban","project-management","PRJ"
"UUI-0682","UUI-PRJ-0004","chart-gantt","project-management","PRJ"
"UUI-0683","UUI-PRJ-0005","chart-no-axes-gantt","project-management","PRJ"
"UUI-0684","UUI-PRJ-0006","square-chart-gantt","project-management","PRJ"
"UUI-0685","UUI-PRJ-0007","goal","project-management","PRJ"
"UUI-0686","UUI-PRJ-0008","folder-kanban","project-management","PRJ"
"UUI-0687","UUI-PRJ-0009","list-todo","project-management","PRJ"
"UUI-0688","UUI-PRJ-0010","list-check","project-management","PRJ"
"UUI-0689","UUI-PRJ-0011","clipboard-clock","project-management","PRJ"
"UUI-0690","UUI-PRJ-0012","clipboard-plus","project-management","PRJ"
"UUI-0691","UUI-PRJ-0013","clipboard-minus","project-management","PRJ"
"UUI-0692","UUI-PRJ-0014","clipboard-pen","project-management","PRJ"
"UUI-0693","UUI-PRJ-0015","clipboard-pen-line","project-management","PRJ"
"UUI-0694","UUI-PRJ-0016","calendar-cog","project-management","PRJ"
"UUI-0695","UUI-PRJ-0017","calendar-search","project-management","PRJ"
"UUI-0696","UUI-PRJ-0018","calendar-sync","project-management","PRJ"
"UUI-0697","UUI-PRJ-0019","calendar-arrow-down","project-management","PRJ"
"UUI-0698","UUI-PRJ-0020","calendar-arrow-up","project-management","PRJ"
"UUI-0699","UUI-PRJ-0021","flag-triangle-left","project-management","PRJ"
"UUI-0700","UUI-PRJ-0022","flag-triangle-right","project-management","PRJ"
"UUI-0701","UUI-PRJ-0023","trophy","project-management","PRJ"
"UUI-0702","UUI-PRJ-0024","award","project-management","PRJ"
"UUI-0703","UUI-PRJ-0025","timer-off","project-management","PRJ"
"UUI-0704","UUI-WFL-0001","list-chevrons-down-up","business-workflow","WFL"
"UUI-0705","UUI-WFL-0002","list-chevrons-up-down","business-workflow","WFL"
"UUI-0706","UUI-WFL-0003","list-collapse","business-workflow","WFL"
"UUI-0707","UUI-WFL-0004","list-plus","business-workflow","WFL"
"UUI-0708","UUI-WFL-0005","list-minus","business-workflow","WFL"
"UUI-0709","UUI-WFL-0006","list-filter-plus","business-workflow","WFL"
"UUI-0710","UUI-WFL-0007","square-split-horizontal","business-workflow","WFL"
"UUI-0711","UUI-WFL-0008","square-split-vertical","business-workflow","WFL"
"UUI-0712","UUI-WFL-0009","bring-to-front","business-workflow","WFL"
"UUI-0713","UUI-WFL-0010","send-to-back","business-workflow","WFL"
"UUI-0714","UUI-WFL-0011","group","business-workflow","WFL"
"UUI-0715","UUI-WFL-0012","ungroup","business-workflow","WFL"
"UUI-0716","UUI-WFL-0013","iteration-ccw","business-workflow","WFL"
"UUI-0717","UUI-WFL-0014","iteration-cw","business-workflow","WFL"
"UUI-0718","UUI-WFL-0015","layers-2","business-workflow","WFL"
"UUI-0719","UUI-WFL-0016","layers-plus","business-workflow","WFL"
"UUI-0720","UUI-WFL-0017","copy-plus","business-workflow","WFL"
"UUI-0721","UUI-WFL-0018","copy-minus","business-workflow","WFL"
"UUI-0722","UUI-WFL-0019","copy-slash","business-workflow","WFL"
"UUI-0723","UUI-WFL-0020","redo-dot","business-workflow","WFL"
"UUI-0724","UUI-WFL-0021","undo-dot","business-workflow","WFL"
"UUI-0725","UUI-WFL-0022","refresh-ccw-dot","business-workflow","WFL"
"UUI-0726","UUI-WFL-0023","refresh-cw-off","business-workflow","WFL"
"UUI-0727","UUI-WFL-0024","step-back","business-workflow","WFL"
"UUI-0728","UUI-WFL-0025","step-forward","business-workflow","WFL"
"UUI-0729","UUI-DOC-0001","file-archive","office-documents","DOC"
"UUI-0730","UUI-DOC-0002","file-box","office-documents","DOC"
"UUI-0731","UUI-DOC-0003","file-clock","office-documents","DOC"
"UUI-0732","UUI-DOC-0004","file-cog","office-documents","DOC"
"UUI-0733","UUI-DOC-0005","file-headphone","office-documents","DOC"
"UUI-0734","UUI-DOC-0006","file-image","office-documents","DOC"
"UUI-0735","UUI-DOC-0007","file-music","office-documents","DOC"
"UUI-0736","UUI-DOC-0008","file-pen","office-documents","DOC"
"UUI-0737","UUI-DOC-0009","file-pen-line","office-documents","DOC"
"UUI-0738","UUI-DOC-0010","file-play","office-documents","DOC"
"UUI-0739","UUI-DOC-0011","file-question-mark","office-documents","DOC"
"UUI-0740","UUI-DOC-0012","file-signal","office-documents","DOC"
"UUI-0741","UUI-DOC-0013","file-sliders","office-documents","DOC"
"UUI-0742","UUI-DOC-0014","file-stack","office-documents","DOC"
"UUI-0743","UUI-DOC-0015","file-user","office-documents","DOC"
"UUI-0744","UUI-DOC-0016","file-video-camera","office-documents","DOC"
"UUI-0745","UUI-DOC-0017","file-volume","office-documents","DOC"
"UUI-0746","UUI-DOC-0018","folder-archive","office-documents","DOC"
"UUI-0747","UUI-DOC-0019","folder-closed","office-documents","DOC"
"UUI-0748","UUI-DOC-0020","folder-dot","office-documents","DOC"
"UUI-0749","UUI-DOC-0021","folder-open-dot","office-documents","DOC"
"UUI-0750","UUI-DOC-0022","folder-pen","office-documents","DOC"
"UUI-0751","UUI-DOC-0023","folder-root","office-documents","DOC"
"UUI-0752","UUI-DOC-0024","folders","office-documents","DOC"
"UUI-0753","UUI-DOC-0025","notebook-pen","office-documents","DOC"
"UUI-0754","UUI-ACC-0001","badge-cent","finance-accounting","ACC"
"UUI-0755","UUI-ACC-0002","badge-dollar-sign","finance-accounting","ACC"
"UUI-0756","UUI-ACC-0003","badge-euro","finance-accounting","ACC"
"UUI-0757","UUI-ACC-0004","badge-japanese-yen","finance-accounting","ACC"
"UUI-0758","UUI-ACC-0005","badge-pound-sterling","finance-accounting","ACC"
"UUI-0759","UUI-ACC-0006","banknote-arrow-down","finance-accounting","ACC"
"UUI-0760","UUI-ACC-0007","banknote-arrow-up","finance-accounting","ACC"
"UUI-0761","UUI-ACC-0008","banknote-x","finance-accounting","ACC"
"UUI-0762","UUI-ACC-0009","circle-percent","finance-accounting","ACC"
"UUI-0763","UUI-ACC-0010","diamond-percent","finance-accounting","ACC"
"UUI-0764","UUI-ACC-0011","square-percent","finance-accounting","ACC"
"UUI-0765","UUI-ACC-0012","receipt-cent","finance-accounting","ACC"
"UUI-0766","UUI-ACC-0013","receipt-euro","finance-accounting","ACC"
"UUI-0767","UUI-ACC-0014","receipt-indian-rupee","finance-accounting","ACC"
"UUI-0768","UUI-ACC-0015","receipt-japanese-yen","finance-accounting","ACC"
"UUI-0769","UUI-ACC-0016","receipt-pound-sterling","finance-accounting","ACC"
"UUI-0770","UUI-ACC-0017","hand-coins","finance-accounting","ACC"
"UUI-0771","UUI-ACC-0018","wallet-cards","finance-accounting","ACC"
"UUI-0772","UUI-ACC-0019","wallet-minimal","finance-accounting","ACC"
"UUI-0773","UUI-ACC-0020","ticket-percent","finance-accounting","ACC"
"UUI-0774","UUI-ACC-0021","badge-indian-rupee","finance-accounting","ACC"
"UUI-0775","UUI-ACC-0022","circle-pound-sterling","finance-accounting","ACC"
"UUI-0776","UUI-ACC-0023","badge-swiss-franc","finance-accounting","ACC"
"UUI-0777","UUI-ACC-0024","badge-turkish-lira","finance-accounting","ACC"
"UUI-0778","UUI-ACC-0025","percent","finance-accounting","ACC"
"UUI-0779","UUI-CRM-0001","handshake","sales-crm","CRM"
"UUI-0780","UUI-CRM-0002","briefcase-business","sales-crm","CRM"
"UUI-0781","UUI-CRM-0003","briefcase","sales-crm","CRM"
"UUI-0782","UUI-CRM-0004","user-star","sales-crm","CRM"
"UUI-0783","UUI-CRM-0005","book-user","sales-crm","CRM"
"UUI-0784","UUI-CRM-0006","square-user","sales-crm","CRM"
"UUI-0785","UUI-CRM-0007","circle-user-round","sales-crm","CRM"
"UUI-0786","UUI-CRM-0008","gift","sales-crm","CRM"
"UUI-0787","UUI-CRM-0009","gem","sales-crm","CRM"
"UUI-0788","UUI-CRM-0010","crown","sales-crm","CRM"
"UUI-0789","UUI-CRM-0011","medal","sales-crm","CRM"
"UUI-0790","UUI-CRM-0012","ticket","sales-crm","CRM"
"UUI-0791","UUI-CRM-0013","ticket-check","sales-crm","CRM"
"UUI-0792","UUI-CRM-0014","ticket-plus","sales-crm","CRM"
"UUI-0793","UUI-CRM-0015","ticket-minus","sales-crm","CRM"
"UUI-0794","UUI-CRM-0016","ticket-x","sales-crm","CRM"
"UUI-0795","UUI-CRM-0017","tickets","sales-crm","CRM"
"UUI-0796","UUI-CRM-0018","mail-plus","sales-crm","CRM"
"UUI-0797","UUI-CRM-0019","mail-check","sales-crm","CRM"
"UUI-0798","UUI-CRM-0020","mail-warning","sales-crm","CRM"
"UUI-0799","UUI-CRM-0021","message-circle-plus","sales-crm","CRM"
"UUI-0800","UUI-CRM-0022","message-circle-heart","sales-crm","CRM"
"UUI-0801","UUI-CRM-0023","message-square-plus","sales-crm","CRM"
"UUI-0802","UUI-CRM-0024","chart-bar-increasing","sales-crm","CRM"
"UUI-0803","UUI-CRM-0025","trending-up-down","sales-crm","CRM"
"UUI-0804","UUI-SUP-0001","life-buoy","customer-support","SUP"
"UUI-0805","UUI-SUP-0002","bot-message-square","customer-support","SUP"
"UUI-0806","UUI-SUP-0003","message-circle-question-mark","customer-support","SUP"
"UUI-0807","UUI-SUP-0004","message-circle-warning","customer-support","SUP"
"UUI-0808","UUI-SUP-0005","message-circle-check","customer-support","SUP"
"UUI-0809","UUI-SUP-0006","message-circle-x","customer-support","SUP"
"UUI-0810","UUI-SUP-0007","message-circle-more","customer-support","SUP"
"UUI-0811","UUI-SUP-0008","message-circle-reply","customer-support","SUP"
"UUI-0812","UUI-SUP-0009","message-circle-dashed","customer-support","SUP"
"UUI-0813","UUI-SUP-0010","message-circle-off","customer-support","SUP"
"UUI-0814","UUI-SUP-0011","message-square-warning","customer-support","SUP"
"UUI-0815","UUI-SUP-0012","message-square-check","customer-support","SUP"
"UUI-0816","UUI-SUP-0013","message-square-x","customer-support","SUP"
"UUI-0817","UUI-SUP-0014","message-square-more","customer-support","SUP"
"UUI-0818","UUI-SUP-0015","message-square-reply","customer-support","SUP"
"UUI-0819","UUI-SUP-0016","message-square-dashed","customer-support","SUP"
"UUI-0820","UUI-SUP-0017","message-square-off","customer-support","SUP"
"UUI-0821","UUI-SUP-0018","message-square-quote","customer-support","SUP"
"UUI-0822","UUI-SUP-0019","message-square-text","customer-support","SUP"
"UUI-0823","UUI-SUP-0020","message-square-dot","customer-support","SUP"
"UUI-0824","UUI-SUP-0021","phone-forwarded","customer-support","SUP"
"UUI-0825","UUI-SUP-0022","phone-missed","customer-support","SUP"
"UUI-0826","UUI-SUP-0023","phone-off","customer-support","SUP"
"UUI-0827","UUI-SUP-0024","mail-question-mark","customer-support","SUP"
"UUI-0828","UUI-SUP-0025","hand-helping","customer-support","SUP"
"UUI-0829","UUI-HRO-0001","user-round","hr-organization","HRO"
"UUI-0830","UUI-HRO-0002","user-round-check","hr-organization","HRO"
"UUI-0831","UUI-HRO-0003","user-round-minus","hr-organization","HRO"
"UUI-0832","UUI-HRO-0004","user-round-pen","hr-organization","HRO"
"UUI-0833","UUI-HRO-0005","user-round-plus","hr-organization","HRO"
"UUI-0834","UUI-HRO-0006","user-round-search","hr-organization","HRO"
"UUI-0835","UUI-HRO-0007","user-round-x","hr-organization","HRO"
"UUI-0836","UUI-HRO-0008","id-card-lanyard","hr-organization","HRO"
"UUI-0837","UUI-HRO-0009","graduation-cap","hr-organization","HRO"
"UUI-0838","UUI-HRO-0010","presentation","hr-organization","HRO"
"UUI-0839","UUI-HRO-0011","speech","hr-organization","HRO"
"UUI-0840","UUI-HRO-0012","languages","hr-organization","HRO"
"UUI-0841","UUI-HRO-0013","brain-circuit","hr-organization","HRO"
"UUI-0842","UUI-HRO-0014","brain-cog","hr-organization","HRO"
"UUI-0843","UUI-HRO-0015","hand","hr-organization","HRO"
"UUI-0844","UUI-HRO-0016","hand-fist","hr-organization","HRO"
"UUI-0845","UUI-HRO-0017","hand-grab","hr-organization","HRO"
"UUI-0846","UUI-HRO-0018","handbag","hr-organization","HRO"
"UUI-0847","UUI-HRO-0019","mars","hr-organization","HRO"
"UUI-0848","UUI-HRO-0020","mars-stroke","hr-organization","HRO"
"UUI-0849","UUI-HRO-0021","venus","hr-organization","HRO"
"UUI-0850","UUI-HRO-0022","venus-and-mars","hr-organization","HRO"
"UUI-0851","UUI-HRO-0023","heart-plus","hr-organization","HRO"
"UUI-0852","UUI-HRO-0024","heart-minus","hr-organization","HRO"
"UUI-0853","UUI-HRO-0025","heart-off","hr-organization","HRO"
"UUI-0854","UUI-LOG-0001","package-2","logistics-inventory","LOG"
"UUI-0855","UUI-LOG-0002","package-check","logistics-inventory","LOG"
"UUI-0856","UUI-LOG-0003","package-x","logistics-inventory","LOG"
"UUI-0857","UUI-LOG-0004","briefcase-conveyor-belt","logistics-inventory","LOG"
"UUI-0858","UUI-LOG-0005","forklift","logistics-inventory","LOG"
"UUI-0859","UUI-LOG-0006","truck-electric","logistics-inventory","LOG"
"UUI-0860","UUI-LOG-0007","dock","logistics-inventory","LOG"
"UUI-0861","UUI-LOG-0008","ship-wheel","logistics-inventory","LOG"
"UUI-0862","UUI-LOG-0009","plane-landing","logistics-inventory","LOG"
"UUI-0863","UUI-LOG-0010","plane-takeoff","logistics-inventory","LOG"
"UUI-0864","UUI-LOG-0011","bus-front","logistics-inventory","LOG"
"UUI-0865","UUI-LOG-0012","car-front","logistics-inventory","LOG"
"UUI-0866","UUI-LOG-0013","car-taxi-front","logistics-inventory","LOG"
"UUI-0867","UUI-LOG-0014","caravan","logistics-inventory","LOG"
"UUI-0868","UUI-LOG-0015","motorbike","logistics-inventory","LOG"
"UUI-0869","UUI-LOG-0016","sailboat","logistics-inventory","LOG"
"UUI-0870","UUI-LOG-0017","train-front-tunnel","logistics-inventory","LOG"
"UUI-0871","UUI-LOG-0018","train-track","logistics-inventory","LOG"
"UUI-0872","UUI-LOG-0019","tram-front","logistics-inventory","LOG"
"UUI-0873","UUI-LOG-0020","van","logistics-inventory","LOG"
"UUI-0874","UUI-LOG-0021","weight","logistics-inventory","LOG"
"UUI-0875","UUI-LOG-0022","weight-tilde","logistics-inventory","LOG"
"UUI-0876","UUI-LOG-0023","map-pin-house","logistics-inventory","LOG"
"UUI-0877","UUI-LOG-0024","map-pin-plus","logistics-inventory","LOG"
"UUI-0878","UUI-LOG-0025","map-pin-minus","logistics-inventory","LOG"
"UUI-0879","UUI-FRM-0001","square-check","forms-input","FRM"
"UUI-0880","UUI-FRM-0002","square-minus","forms-input","FRM"
"UUI-0881","UUI-FRM-0003","square-plus","forms-input","FRM"
"UUI-0882","UUI-FRM-0004","square-dot","forms-input","FRM"
"UUI-0883","UUI-FRM-0005","circle-dot-dashed","forms-input","FRM"
"UUI-0884","UUI-FRM-0006","circle-small","forms-input","FRM"
"UUI-0885","UUI-FRM-0007","rectangle-circle","forms-input","FRM"
"UUI-0886","UUI-FRM-0008","square-round-corner","forms-input","FRM"
"UUI-0887","UUI-FRM-0009","square-asterisk","forms-input","FRM"
"UUI-0888","UUI-FRM-0010","square-dashed","forms-input","FRM"
"UUI-0889","UUI-FRM-0011","square-dashed-mouse-pointer","forms-input","FRM"
"UUI-0890","UUI-FRM-0012","square-mouse-pointer","forms-input","FRM"
"UUI-0891","UUI-FRM-0013","check-line","forms-input","FRM"
"UUI-0892","UUI-FRM-0014","x-line-top","forms-input","FRM"
"UUI-0893","UUI-FRM-0015","mouse-pointer","forms-input","FRM"
"UUI-0894","UUI-FRM-0016","mouse-pointer-2-off","forms-input","FRM"
"UUI-0895","UUI-FRM-0017","mouse-pointer-ban","forms-input","FRM"
