"legacy_id","id","slug","category_id","category_code"
"UUI-0896","UUI-FRM-0018","mouse-pointer-click","forms-input","FRM"
"UUI-0897","UUI-FRM-0019","pointer","forms-input","FRM"
"UUI-0898","UUI-FRM-0020","pointer-off","forms-input","FRM"
"UUI-0899","UUI-FRM-0021","mouse-left","forms-input","FRM"
"UUI-0900","UUI-FRM-0022","mouse-right","forms-input","FRM"
"UUI-0901","UUI-FRM-0023","decimals-arrow-left","forms-input","FRM"
"UUI-0902","UUI-FRM-0024","decimals-arrow-right","forms-input","FRM"
"UUI-0903","UUI-FRM-0025","a-arrow-down","forms-input","FRM"
"UUI-0904","UUI-SRT-0001","a-arrow-up","sorting-view","SRT"
"UUI-0905","UUI-SRT-0002","arrow-down-0-1","sorting-view","SRT"
"UUI-0906","UUI-SRT-0003","arrow-down-1-0","sorting-view","SRT"
"UUI-0907","UUI-SRT-0004","arrow-down-a-z","sorting-view","SRT"
"UUI-0908","UUI-SRT-0005","arrow-down-narrow-wide","sorting-view","SRT"
"UUI-0909","UUI-SRT-0006","arrow-down-wide-narrow","sorting-view","SRT"
"UUI-0910","UUI-SRT-0007","arrow-down-z-a","sorting-view","SRT"
"UUI-0911","UUI-SRT-0008","arrow-up-0-1","sorting-view","SRT"
"UUI-0912","UUI-SRT-0009","arrow-up-1-0","sorting-view","SRT"
"UUI-0913","UUI-SRT-0010","arrow-up-a-z","sorting-view","SRT"
"UUI-0914","UUI-SRT-0011","arrow-up-narrow-wide","sorting-view","SRT"
"UUI-0915","UUI-SRT-0012","arrow-up-wide-narrow","sorting-view","SRT"
"UUI-0916","UUI-SRT-0013","arrow-up-z-a","sorting-view","SRT"
"UUI-0917","UUI-SRT-0014","funnel-plus","sorting-view","SRT"
"UUI-0918","UUI-SRT-0015","funnel-x","sorting-view","SRT"
"UUI-0919","UUI-SRT-0016","gallery-horizontal-end","sorting-view","SRT"
"UUI-0920","UUI-SRT-0017","gallery-thumbnails","sorting-view","SRT"
"UUI-0921","UUI-SRT-0018","gallery-vertical","sorting-view","SRT"
"UUI-0922","UUI-SRT-0019","gallery-vertical-end","sorting-view","SRT"
"UUI-0923","UUI-SRT-0020","grid-2x2-plus","sorting-view","SRT"
"UUI-0924","UUI-SRT-0021","grid-2x2-x","sorting-view","SRT"
"UUI-0925","UUI-SRT-0022","layout-dashboard","sorting-view","SRT"
"UUI-0926","UUI-SRT-0023","layout-template","sorting-view","SRT"
"UUI-0927","UUI-SRT-0024","eye-closed","sorting-view","SRT"
"UUI-0928","UUI-SRT-0025","maximize","sorting-view","SRT"
"UUI-0929","UUI-NTF-0001","bell-dot","notification-status","NTF"
"UUI-0930","UUI-NTF-0002","bell-electric","notification-status","NTF"
"UUI-0931","UUI-NTF-0003","bell-minus","notification-status","NTF"
"UUI-0932","UUI-NTF-0004","bell-plus","notification-status","NTF"
"UUI-0933","UUI-NTF-0005","mail-minus","notification-status","NTF"
"UUI-0934","UUI-NTF-0006","mail-x","notification-status","NTF"
"UUI-0935","UUI-NTF-0007","circle-gauge","notification-status","NTF"
"UUI-0936","UUI-NTF-0008","circle-pile","notification-status","NTF"
"UUI-0937","UUI-NTF-0009","circle-power","notification-status","NTF"
"UUI-0938","UUI-NTF-0010","circle-slash","notification-status","NTF"
"UUI-0939","UUI-NTF-0011","circle-slash-2","notification-status","NTF"
"UUI-0940","UUI-NTF-0012","circle-star","notification-status","NTF"
"UUI-0941","UUI-NTF-0013","circle-fading-arrow-up","notification-status","NTF"
"UUI-0942","UUI-NTF-0014","circle-fading-plus","notification-status","NTF"
"UUI-0943","UUI-NTF-0015","loader","notification-status","NTF"
"UUI-0944","UUI-NTF-0016","loader-pinwheel","notification-status","NTF"
"UUI-0945","UUI-NTF-0017","sparkle","notification-status","NTF"
"UUI-0946","UUI-NTF-0018","square-activity","notification-status","NTF"
"UUI-0947","UUI-NTF-0019","square-pause","notification-status","NTF"
"UUI-0948","UUI-NTF-0020","square-play","notification-status","NTF"
"UUI-0949","UUI-NTF-0021","square-power","notification-status","NTF"
"UUI-0950","UUI-NTF-0022","square-star","notification-status","NTF"
"UUI-0951","UUI-NTF-0023","square-stop","notification-status","NTF"
"UUI-0952","UUI-NTF-0024","triangle-dashed","notification-status","NTF"
"UUI-0953","UUI-NTF-0025","wifi-sync","notification-status","NTF"
"UUI-0954","UUI-SYN-0001","file-input","import-export-sync","SYN"
"UUI-0955","UUI-SYN-0002","file-output","import-export-sync","SYN"
"UUI-0956","UUI-SYN-0003","file-down","import-export-sync","SYN"
"UUI-0957","UUI-SYN-0004","file-up","import-export-sync","SYN"
"UUI-0958","UUI-SYN-0005","folder-input","import-export-sync","SYN"
"UUI-0959","UUI-SYN-0006","folder-output","import-export-sync","SYN"
"UUI-0960","UUI-SYN-0007","folder-down","import-export-sync","SYN"
"UUI-0961","UUI-SYN-0008","folder-up","import-export-sync","SYN"
"UUI-0962","UUI-SYN-0009","arrow-down-from-line","import-export-sync","SYN"
"UUI-0963","UUI-SYN-0010","arrow-down-to-line","import-export-sync","SYN"
"UUI-0964","UUI-SYN-0011","arrow-left-from-line","import-export-sync","SYN"
"UUI-0965","UUI-SYN-0012","arrow-left-to-line","import-export-sync","SYN"
"UUI-0966","UUI-SYN-0013","arrow-right-from-line","import-export-sync","SYN"
"UUI-0967","UUI-SYN-0014","arrow-right-to-line","import-export-sync","SYN"
"UUI-0968","UUI-SYN-0015","arrow-up-from-line","import-export-sync","SYN"
"UUI-0969","UUI-SYN-0016","arrow-up-to-line","import-export-sync","SYN"
"UUI-0970","UUI-SYN-0017","arrows-up-from-line","import-export-sync","SYN"
"UUI-0971","UUI-SYN-0018","circle-arrow-down","import-export-sync","SYN"
"UUI-0972","UUI-SYN-0019","circle-arrow-up","import-export-sync","SYN"
"UUI-0973","UUI-SYN-0020","square-arrow-right-enter","import-export-sync","SYN"
"UUI-0974","UUI-SYN-0021","square-arrow-right-exit","import-export-sync","SYN"
"UUI-0975","UUI-SYN-0022","rotate-ccw-square","import-export-sync","SYN"
"UUI-0976","UUI-SYN-0023","rotate-cw-square","import-export-sync","SYN"
"UUI-0977","UUI-SYN-0024","import","import-export-sync","SYN"
"UUI-0978","UUI-SYN-0025","arrow-right-left","import-export-sync","SYN"
"UUI-0979","UUI-LGL-0001","scale","legal-compliance","LGL"
"UUI-0980","UUI-LGL-0002","gavel","legal-compliance","LGL"
"UUI-0981","UUI-LGL-0003","stamp","legal-compliance","LGL"
"UUI-0982","UUI-LGL-0004","scroll-text","legal-compliance","LGL"
"UUI-0983","UUI-LGL-0005","scroll","legal-compliance","LGL"
"UUI-0984","UUI-LGL-0006","copyright","legal-compliance","LGL"
"UUI-0985","UUI-LGL-0007","copyleft","legal-compliance","LGL"
"UUI-0986","UUI-LGL-0008","book-check","legal-compliance","LGL"
"UUI-0987","UUI-LGL-0009","book-lock","legal-compliance","LGL"
"UUI-0988","UUI-LGL-0010","book-key","legal-compliance","LGL"
"UUI-0989","UUI-LGL-0011","book-x","legal-compliance","LGL"
"UUI-0990","UUI-LGL-0012","book-alert","legal-compliance","LGL"
"UUI-0991","UUI-LGL-0013","book-marked","legal-compliance","LGL"
"UUI-0992","UUI-LGL-0014","bookmark-check","legal-compliance","LGL"
"UUI-0993","UUI-LGL-0015","bookmark-minus","legal-compliance","LGL"
"UUI-0994","UUI-LGL-0016","bookmark-off","legal-compliance","LGL"
"UUI-0995","UUI-LGL-0017","bookmark-plus","legal-compliance","LGL"
"UUI-0996","UUI-LGL-0018","bookmark-x","legal-compliance","LGL"
"UUI-0997","UUI-LGL-0019","notebook-text","legal-compliance","LGL"
"UUI-0998","UUI-LGL-0020","swatch-book","legal-compliance","LGL"
"UUI-0999","UUI-LGL-0021","book-copy","legal-compliance","LGL"
"UUI-1000","UUI-LGL-0022","file-digit","legal-compliance","LGL"
